id,name,developer,status,status_group,category,facility_type,ai_classification,confidence,capacity_mw,operational_capacity_mw,planned_capacity_mw,capacity_label,landscape_weight,location,city,county,state,latitude,longitude,precision,powered_by,energy_source,utility,onsite_generation_mw,water_cooling_type,water_reported_mgd,water_notes,community_status,investment_usd,land_acres,jobs_construction,jobs_permanent,nearest_nuclear_name,nearest_nuclear_state,nearest_nuclear_distance_mi,nearest_nuclear_capacity_mw,nearest_nuclear_latitude,nearest_nuclear_longitude,nearest_power_name,nearest_power_state,nearest_power_distance_mi,nearest_power_capacity_mw,nearest_power_source,nearest_power_latitude,nearest_power_longitude,nearest_water_name,nearest_water_type,nearest_water_distance_mi,nearest_water_latitude,nearest_water_longitude,source,source_url,source_count,notes
bitdeer-shalersville-portage-county-oh,Bitdeer Shalersville Data Center Campus,Bitdeer (development partner: Geis Development),Proposed,Proposed,likely,data_center,likely,reported,750.0,,750.0,750 MW planned,257.0,"Shalersville Township, Portage, OH",Shalersville Township,Portage,OH,41.199,-81.245,approximate,,,,,,,,contested,300000000.0,257.0,400.0,200.0,Perry,OH,41.9,1311.6,41.8006,-81.1439,Summit Street Power Plant,OH,6.3,13.2,NG,41.143056,-81.34083,Lake Erie - Cleveland,lake,31.2,41.499,-81.694,"Local developer, global tech firm plan major data center project in Portage County",https://www.news5cleveland.com/news/local-news/local-developer-global-tech-firm-plan-major-data-center-project-in-portage-county,4,"Turnpike Commerce Center, Shalersville Township, Portage County. Not yet approved — blocked by the township's active data-center moratorium (see community field). Distinct from Bitdeer's other tracked Ohio sites (Clarington, Whitetail Creek/Niles, and Massillon). Tax revenue projections ($2.17M annual increase at phase-1 completion) are Bitdeer's own company projections, not independently confirmed. Coordinates are an approximate geocode of Shalersville Township, not a confirmed parcel pin — no source gave exact site coordinates."
bristolville-25-lordstown-oh,Bristolville 25,Bristolville 25 Developer LLC / BHGH Properties,Proposed,Proposed,Data center,data_center,,confirmed,,,,,8,"Lordstown, Trumbull, OH",Lordstown,Trumbull,OH,41.18,-80.87,approximate,,,,,,,,,3600000000.0,,,,Beaver Valley,PA,44.8,1846.8,40.6219,-80.4336,Middletown- Ohio,OH,2.4,962.0,NG,41.14889,-80.85162,Lake Erie - Cleveland,lake,48.1,41.499,-81.694,Data center developer taking Lordstown to court,https://www.wkbn.com/news/local-news/lordstown-news/data-center-developer-taking-lordstown-to-court/,2,133 acres of industrial land near the former GM plant in Lordstown/Bristolville. The village enacted a data-center ban; the developer petitioned the Ohio Supreme Court for a writ of mandamus. Distinct from the already-tracked Stargate-Lordstown facility (different site/operator).
cologix-col5-orange-township-delaware-county-oh,Cologix COL5,Cologix,Under construction,Under construction,Data center,data_center,,confirmed,75.0,,75.0,75 MW planned,25.0,"Lewis Center, Delaware, OH",Lewis Center,Delaware,OH,40.190863,-83.011113,exact,,,,,,,,,1000000000.0,25.0,,,Oklo Aurora Powerhouse,OH,81.0,1200.0,39.018,-82.996,PS ST-8 Engine No 1,OH,16.0,2.0,DFO,39.961419,-83.04907,Ohio River - Cincinnati,river,109.7,39.103,-84.512,"Ohio Tax Credit Authority meeting action, June 1, 2026 (reported)",https://signalcleveland.org/ohio-approves-last-data-center-exemption-before-moratorium/,5,"Address 6787 Green Meadows Drive, Lewis Center OH 43035, southeast corner of Green Meadows Drive and Home Road, Orange Township. Power to be supplied by AEP. Phase 1 (135,000 sq ft, 25MW) construction began June 2025, targeted completion fall 2026; may expand to 75MW. Received 50%/10-year Ohio sales tax exemption (~$42.3M combined with the Licking County site) plus a 10-year 50% Delaware County property tax abatement, approved at the June 1, 2026 Ohio Tax Credit Authority meeting — the last such approval before Gov. DeWine's announced pause on new data center tax breaks. Coordinates are the Lewis Center/Orange Township town centroid, not parcel-verified in this session — recommend a follow-up parcel-level geocode of 6787 Green Meadows Drive before publishing at high precision."
cologix-johnstown-oh,Cologix Johnstown AI-Ready Campus,Cologix,Under construction,Under construction,likely,data_center,likely,confirmed,800.0,,800.0,800 MW planned,800.0,"Johnstown, Licking, OH",Johnstown,Licking,OH,40.15,-82.68,exact,,grid,AEP Ohio,,closed_loop,,"Cologix states 'closed-loop cooling systems that minimize water usage' (Columbus Region, June 2026). Under construction - no metered operational figure.",mixed,,,,,Oklo Aurora Powerhouse,OH,80.0,1200.0,39.018,-82.996,Flint,OH,4.7,200.0,MWH,40.09639,-82.73361,Lake Erie - Cleveland,lake,106.5,41.499,-81.694,Cologix Expands Central Ohio Footprint with Land Acquisition for New AI-Ready 800MW Data Center Campus,https://cologix.com/news/cologix-expands-central-ohio-footprint-with-land-acquisition-for-new-ai-ready-800mw-data-center-campus/,5,"154 acres; up to 800 MW scalable across eight data centers / 2.0M sq ft (800 MW is a full-buildout potential — in notes). The '>$7 billion' figure is a company-wide expansion plan, not a Johnstown-specific committed amount (in notes). Coordinates are the Johnstown, Licking County area centroid. The '>$7B' figure is Cologix's company-wide expansion plan; the $1.17B commitment is combined across Johnstown + Orange Township (not split) -> investmentUsd omitted. Land: ~$45M for 154 acres (Sept 2024)."
cyrusone-new-albany-col1-licking-county-oh,CyrusOne New Albany COL-1,CyrusOne,Under construction,Under construction,Data center,data_center,,confirmed,,,,,93.8,"Johnstown, Licking, OH",Johnstown,Licking,OH,40.09294,-82.718059,exact,,,,,,,,,150000000.0,93.8,,,Oklo Aurora Powerhouse,OH,75.7,1200.0,39.018,-82.996,Flint,OH,0.9,200.0,MWH,40.09639,-82.73361,Lake Erie - Cleveland,lake,110.9,41.499,-81.694,Permits offer details after groundbreaking of $150 million New Albany data center,https://www.nbc4i.com/news/local-news/new-albany/permits-offer-details-after-groundbreaking-of-150-million-new-albany-data-center/,3,"12181 Jug St, Johnstown — in the Licking County section of the New Albany International Business Park. 274,518 sq ft, two-story building. Ohio Tax Credit Authority approved a 10-year, 75% data center sales tax exemption valued at $5.4M (approved ~April 2024). No IT-load MW figure is publicly disclosed for this site — an earlier 60MW figure found in some secondary sources actually belongs to a different operator's nearby New Albany campus (STACK Infrastructure NAL01) and is not attributable to CyrusOne COL-1; capacityMw is omitted rather than guessed. No AI/HPC-specific marketing found — treated as generic hyperscale colo."
edgeconnex-mcn-new-albany-licking-county-oh,EdgeConneX MCN New Albany (South Campus),EdgeConneX,Under construction,Under construction,Data center,data_center,,reported,224.0,,224.0,224 MW planned,267.0,"New Albany, Licking County, OH",New Albany,Licking County,OH,40.08878,-82.72274,exact,,,,,,,,,1000000000.0,267.0,,,Oklo Aurora Powerhouse,OH,75.4,1200.0,39.018,-82.996,Flint,OH,0.8,200.0,MWH,40.09639,-82.73361,Lake Erie - Cleveland,lake,111.3,41.499,-81.694,"Licking County parcel/GIS record (EdgeConneX MCN New Albany South PropCo 2 + North PropCo 1 parcels; anchor 9850 Innovation Campus Way, 33.86 ac, ""Industrial Warehouses"")",https://gis.lickingcounty.gov/server/rest/services/Auditor/Parcels/FeatureServer/0/query?where=UPPER(OwnerName)+LIKE+'%25EDGECONNEX%25'&outFields=*&returnCentroid=true&outSR=4326&f=json,4,"EdgeConneX's ~$1B multi-phase ""MCN New Albany"" South campus. Per the Ohio Tax Credit Authority scope-of-work filing: Phase I converts a ~525,000 sq ft existing warehouse (9850 Innovation Campus Way) into an 80 MW data center; Phase II proposes two new 72 MW facilities (144 MW) — capacityMw.planned = 224 (80 + 144, IT load). A co-located PowerConneX natural-gas energy center (reported 140–216 MW of generation across sources) is EXCLUDED from capacityMw as on-site generation, not IT load. Footprint spans the South PropCo 2 parcels (~97 ac incl. the built anchor) plus the adjacent North PropCo 1 parcel (3356 Clover Valley Rd NW, 170 ac); ~267 ac combined. ""MCN"" is EdgeConneX's internal project prefix (not publicly decoded). Distinct from EdgeConneX's separate Piper Farms parcel (~5 mi away) and from edgeconnex-ashville-oh (Pickaway County)."
edged-columbus-new-albany-oh,Edged Columbus,Edged (an Endeavour company),Operating,Operating,confirmed,data_center,confirmed,confirmed,24.0,24.0,,24 MW operating,14.0,"New Albany, Franklin County, OH",New Albany,Franklin County,OH,40.10608,-82.81578,exact,,,,,,,,,246000000.0,14.0,,,Oklo Aurora Powerhouse,OH,75.8,1200.0,39.018,-82.996,Flint,OH,4.4,200.0,MWH,40.09639,-82.73361,Lake Erie - Cleveland,lake,112.7,41.499,-81.694,"Franklin County parcel/GIS record (parcel 222-002127 — EDGED COLUMBUS LLC, 7600 W Campus Blvd, use-class ""data center"")",https://gis.franklincountyohio.gov/hosting/rest/services/ParcelFeatures/Parcel_Features/FeatureServer/0/query?where=UPPER(OWNERNME1)+LIKE+'%25EDGED%25'&outFields=*&returnCentroid=true&outSR=4326&f=json,3,"Operational since its September 10-11, 2025 grand opening. 206,000 sq ft, two-story, 14-acre site with 24 MW of critical (IT) capacity per Edged's own release. Purpose-built for AI training and inference; supports up to 70 kW/rack air-cooled and 200 kW/rack liquid-cooled. Uses the ThermalWorks waterless cooling system (design PUE ~1.15). Adjacent parcel 222-001945 (7270 New Albany-Condit Rd, commercial vacant land) is future expansion land, not part of this operational record."
google-lancaster-oh,Google Lancaster Data Center,Google,Operating,Operating,Data center,data_center,,confirmed,,,,,120.0,"Lancaster, Fairfield, OH",Lancaster,Fairfield,OH,39.72057,-82.68839,exact,,,,,,,,,,120.0,,,Oklo Aurora Powerhouse,OH,51.2,1200.0,39.018,-82.996,Eastern Cottontail Solar,OH,13.4,220.0,SUN,39.844172,-82.49453,Ohio River - Cincinnati,river,106.3,39.103,-84.512,Google Data Centers — Ohio,https://datacenters.google/locations/ohio/,5,"105 Whiley Rd, Lancaster — distinct from Google's New Albany and Lima ""Project BOSC"" Ohio facilities. No site-specific investment figure is disclosed; Google has only published cumulative bundled totals across its New Albany+Lancaster+Columbus Ohio campuses ($1.7B Aug 2023, +$2.3B June 2024, ~$4.4B+ cumulative since 2019). No IT-load MW figure publicly disclosed. One 2024 article notes future buildings will ""support Google's artificial intelligence innovation,"" but this is generic AI-as-one-of-many-workloads boilerplate rather than facility-specific AI/HPC/GPU marketing — no aiClassification set. Coordinates are an approximate geocode."
google-new-albany-oh,Google New Albany Data Center,Google (Montauk Innovations LLC),Operating,Operating,Data center,data_center,,confirmed,,,,,8,"New Albany, Franklin, OH",New Albany,Franklin,OH,40.05832,-82.77106,exact,,,,,,,,,600000000.0,,,,Oklo Aurora Powerhouse,OH,72.9,1200.0,39.018,-82.996,Flint,OH,3.3,200.0,MWH,40.09639,-82.73361,Ohio River - Cincinnati,river,113.8,39.103,-84.512,Google Data Centers — Ohio,https://datacenters.google/locations/ohio/,5,"1101 Beech Rd SW, New Albany — operated via Google's Ohio subsidiary Montauk Innovations LLC. 275,000 sq ft initial building on a ~440-447 acre campus. $600M confirmed initial capital investment; 100% real-property tax abatement (15yr) and 100% sales-tax exemption (~$43.5M value, 15yr) granted. Distinct from Google's Lima ""Project BOSC"" facility (different county) and Google's Lancaster campus (tracked separately). No IT-load MW figure publicly disclosed. In June 2025, the same Montauk Innovations entity acquired an adjacent 85-acre parcel at 2565 Harrison Road NW (~4 miles north) for $63M; Google has NOT confirmed this parcel will become a data center (""we want to ensure we have the option to further grow, should our business demand it"" per a spokesperson) — tracked as a note here rather than a standalone facility pending confirmation. No AI/HPC-specific marketing found — Google's own materials describe this and its other Ohio campuses generically as cloud/digital infrastructure. County-auditor parcels confirm the campus straddles the Franklin-Licking line: the operational, data-center-classed parcel is in Franklin County (5266 Babbitt Rd, 222 ac, Montauk Innovations LLC, acquired Dec 2018 for $27.4M), extending east across the line into Licking County at 1101 Beech Rd SW (219 ac; ~441 ac combined). The coordinate is now parcel-exact to the Franklin operational parcel."
google-bosc-lima-oh,Google Project BOSC (Lima),Google,Permitted,Permitted,likely,data_center,likely,confirmed,,,,,170.0,"Lima, Allen, OH",Lima,Allen,OH,40.744,-84.1052,exact,grid,grid,,,evaporative,,36 cooling towers per the Ohio EPA permit application; described by Google as water-cooled. City of Lima granted 5 million gallons/day (Sept 2025).,mixed,500000000.0,170.0,,,Davis Besse,OH,79.2,925.2,41.5967,-83.0861,Ohio Northern University Solar Site,OH,14.0,3.0,SUN,40.759622,-83.8391,Ohio River - Cincinnati,river,115.4,39.103,-84.512,"Google confirmed as company behind $500m data center in Lima, Ohio",https://www.datacenterdynamics.com/en/news/google-confirmed-as-company-behind-500m-data-center-in-lima-ohio/,4,"Google's third Ohio data center (after New Albany and Lancaster). $500M confirmed capital investment. Codename Project BOSC; pre-announcement land/permit work via Bistrozzi LLC (Delaware shell). Coordinates are the Lima city centroid; the confirmed site is in American Township ~2 mi north of Lima (North Cole Street between Beery and Irvin Roads), ~170 acres. Capacity MW not disclosed. Google's project page states construction anticipated to begin late 2026; ~50 permanent jobs projected per DCD and 'hundreds' of construction jobs - projections, so omitted from jobs. Ohio EPA air-permit application (pending March 2026) covers 115 emergency diesel generators; 36 cooling towers specified. $50M of the investment is earmarked for local road infrastructure, $13.6M for water infrastructure."
strata-hanging-rock-haverhill-data-center-oh,Hanging Rock / Haverhill Data Center,Strata Expense (backed by Supermicro + Ravel),Under construction,Under construction,Data center,data_center,,confirmed,,,,,8,"Hanging Rock, Lawrence, OH",Hanging Rock,Lawrence,OH,38.567639,-82.781751,approximate,,,,,,,,,,,,,Oklo Aurora Powerhouse,OH,33.2,1200.0,39.018,-82.996,Hanging Rock Energy Facility,OH,0.4,1429.8,NG,38.5731,-82.7833,Ohio River - Cincinnati,river,100.2,39.103,-84.512,"Data center project in Lawrence County, Ohio sparks calls for moratorium in neighboring city",https://www.datacenterdynamics.com/en/news/data-center-project-in-lawrence-county-ohio-sparks-calls-for-moratorium-in-neighboring-city/,2,"At 1476 County Road 1A; land sold by the Lawrence County Economic Development Corp. Construction began around December 2025. A 5,178-signature opposition petition sparked a moratorium push in neighboring Ironton."
meta-middleton-township-oh,Meta Bowling Green (Project Accordion),Meta,Under construction,Under construction,confirmed,data_center,confirmed,confirmed,,,,,280.0,"Bowling Green, Wood, OH",Bowling Green,Wood,OH,41.432,-83.701,exact,"Grid (100% renewable energy matching; Toledo Edison/FirstEnergy utility) plus 350 MW on-site gas generation (Will-Power Apollo facility, OPSB approved Feb 3, 2026)",mixed,Toledo Edison,350.0,,,,mixed,800000000.0,280.0,1000.0,100.0,Davis Besse,OH,33.8,925.2,41.5967,-83.0861,Bowling Green Generating Station,OH,3.9,49.5,NG,41.397369,-83.64124,Lake Erie - Cleveland,lake,104.0,41.499,-81.694,"Meta to develop data center campus outside Toledo, Ohio",https://www.datacenterdynamics.com/en/news/meta-to-develop-data-center-campus-outside-toledo-ohio/,4,"715,000 sq ft facility on State Route 582 between SR-25 and I-75, Middleton Township, Wood County OH. Meta's 28th global and 2nd Ohio data center. The Apollo gas plant (OPSB Case No. 25-973-EL-BGN) operates behind-the-meter serving Liames LLC (Meta shell company); not grid-connected. Full capacity from Apollo expected late 2027. Coordinates are approximate Middleton Township centroid."
meta-prometheus-new-albany-oh,Meta Prometheus,Meta,Under construction,Under construction,confirmed,data_center,confirmed,reported,1000.0,,1000.0,"1,000 MW planned",1000.0,"New Albany, Licking, OH",New Albany,Licking,OH,40.092,-82.836,exact,Nuclear PPAs reportedly with Vistra (Ohio plants) and Oklo (Pike County campus); TerraPower PPA reported but not independently confirmed; on-site gas generation referenced in state permit filings,mixed,,,,,,mixed,1500000000.0,,,,Oklo Aurora Powerhouse,OH,74.7,1200.0,39.018,-82.996,Flint,OH,5.4,200.0,MWH,40.09639,-82.73361,Ohio River - Cincinnati,river,112.4,39.103,-84.512,World's first gigawatt-scale data center coming to Ohio,https://spectrumnews1.com/oh/columbus/news/2025/11/13/meta-gigawatt-data-center-new-albany-,4,Baxtel reports campus as partially operational in 2026 with future phases planned; overall 1 GW build-out still in progress. Site address 1500 Beech Rd NW cited in permit filings but not confirmed from independently accessible sources this session. Nuclear PPA claims partially corroborated (Vistra/Oklo via SEC filings and news; TerraPower unconfirmed). On-site gas generation capacity removed pending accessible source confirmation. County listed as Licking — consistent with Beech Road corridor at Licking/Franklin county boundary per stopohiodatacenters.org.
